title,subtitle,add_labels,date,speakers,topics,scripture,summary,published,sub_id
Through Jesus we Conquer,Coptic Orthodox Answers,,1/15/22,Fr Peter Saad,Temptation,,"We are more than conquerors through Him who loves us, do not dwell on the temptation but focus on God and His love and the power of conquering we have received from Him. He who is in you is greater!",yes,9693b730-5ec6-42b7-aafe-15dd89c5d0a0
How Do I Get To Heaven?,Sunday Homilies,,1/16/22,Fr Theodore Labib,Desire For God|Sacraments|Following Christ,,"How do we get to Heaven? Fr Theodore delves into a few points, pointing out that we are the adopted children of God, we are called to be like Him, and the sacraments are rites that allow us to become more like Christ. So let us ask again, how do we get to Heaven?",yes,566b27a8-790a-40e9-8e45-968b75a293b2
Make Yourself a Prayer Place,Coptic Orthodox Answers,,1/20/22,Fr Lazarus El-Antony,Prayer,,Fr Lazarus emphasises the importance of having a place of prayer - a place dedicated to God in your home and heart to make it personal.,yes,73ad1820-f816-4a35-9aa0-47203e644944
Greatness or Humility?,Coptic Orthodox Answers,,1/22/22,Fr Peter Farrington,Humility|Wisdom|Obedience,,"We sometimes find ourselves comparing ourselves to others and seeking the approval of others, but God invites us to enter the Kingdom of Heaven through humility and obedience so that we might gain a lasting and eternal value. Tune in to these words of wisdom with Fr Peter Farrington.",yes,c575dac8-ca1c-4bca-946c-f7803c3802e6
John 11:14-18 - The Gift Of Grace,Series,,11/30/21,Fr Joseph Abraham,Grace|Forgiveness|God's Love,,"St John’s gospel is filled with many things to learn and reflect on. In this segment of the bible study, Fr Joseph delves into the definitions of grace and truth.",yes,5e50b668-6a3d-434a-9aa0-cd57a3e9a4eb
John 1:19-28 - The Prophets Before Christ,Series,,12/7/21,Fr Joseph Abraham,Creation|Jesus Christ|The Bible,,"St John’s gospel is filled with many things to learn and reflect on. In this segment of the bible study, Fr Joseph analyses Christ's reply to the question ""who are you?""",yes,89d6afdb-18da-46f4-80cb-26c5ea66ffd3
John 1:29-36 - The Lamb Of God,Series,,12/14/21,Fr Joseph Abraham,Salvation|Jesus Christ|Sin,,"St John’s gospel is filled with many things to learn and reflect on. In this segment of the bible study, Fr Joseph delves into the idea of Christ as the lamb of God and the way we are brought salvation.",yes,05d95161-85ec-41e4-a0cd-d2b27b2a08bb
John 1:37-45 - Using Our Passions To Cling To God,Series,,12/21/21,Fr Joseph Abraham,Faith|Following Christ|The Christian Life,,"St John’s gospel is filled with many things to learn and reflect on. In this segment of the bible study, Fr Joseph delves into how we can cling to God with more intensity through our passions.",yes,db9d1a8f-0431-4932-8abe-327911fa421b
John 1:43-51 - God Knows You,Series,,12/28/21,Fr Joseph Abraham,God's Love|The Christian Life|Prayer|Faith,,"St John’s gospel is filled with many things to learn and reflect on. In this segment of the bible study, Fr Joseph meditates on the fact that we are fully known and loved by God.",yes,56bda1f2-5784-4ee3-89b9-66fb3163a680
John 2:1-5 - Miracles,Series,,1/4/22,Fr Joseph Abraham,Miracle|Faith|Obedience,,"St John’s gospel is filled with many things to learn and reflect on. In this segment of the bible study, Fr Joseph delves into the story of the wedding at Cana, talking about miracles and the sacrament of marriage.",yes,e6913952-1038-4ade-b22b-ff121b9f3b04
John 2:6-13 - Restoration,Series,,1/11/22,Fr Joseph Abraham,Miracle|Jesus Christ,,"St John’s gospel is filled with many things to learn and reflect on. In this segment of the bible study, Fr Joseph further explains the events at the wedding at Cana, also meditating on the significance of the cleansing of the temple.",yes,4876f872-aad5-4b58-9410-4a515e58d405
Prepare For Christ,"Sunday Homilies, 19 Dec 21",,12/19/21,Fr Daniel Habib,Nativity,,"Tune in to Fr Daniel Habib as he talks about how we can learn from St. Mary, in preparing for Christ in our own lives.",yes,32bb9ac3-5913-4520-9758-790752f708ea
Turning Towards God: Transformed through Inspiration or Encounter? (Part 4),Series,,11/1/21,Fr Michael Sorial,Transformation|Faith,,"“But by the grace of God I am what I am, and His grace toward me was not in vain; but I labored more abundantly than they all, yet not I, but the grace of God which was with me.” (1 Corinthians 15:10)
How can you know if it is God’s grace you are experiencing or inspiration? Does it matter? It is important to examine and make clear to ourselves if we have had an encounter or just inspiration. Tune in to Fr. Michael’s talk as he discusses various ways that God's grace moves upon the believer and how this looks in the life of the faithful.",yes,06f1e04e-6ac7-459d-b9a1-93687df05c27
Remembrance of His Mercy,"Sunday Homilies, 26 Dec 21",,12/26/21,Fr Daniel Habib,Mercy|Trinity|Judgement,,Tune in to Fr Daniel Habib as he discusses the divinity of the Holy Trinity as well as God's mercy and compassion towards us.,yes,80c8798e-fdc4-42f5-a14b-a39386289b3d
Who is Elijah? (Part 1) - Elijah Rock,"Series, 07 Nov 21",,11/7/21,Fr Nathanael Guirguis,Orthodoxy,,"""As the Lord of hosts lives, before whom I stand, I will surely present myself to him today"" 1 Kings 18:15 

Who is Elijah? Why is he an important figure to us although he is from the days of the Old Testament? Tune into Fr Nathanael introducing us to Elijah.",yes,3dd0c11e-9cec-427b-9293-7391e7716b90
Break Free From Jealousy,Sunday Homilies,,1/23/22,Fr James Mikhail,The Christian Life|Sin,,"“If you share secretly in the joy of someone you envy, you will be freed from your jealousy; and you will also be freed from your jealousy if you keep silent about the person you envy.” - St Thalassios the Libyan

Tune in as Fr James discusses what happens when we allow jealousy to overcome us and how we can be freed from it.",yes,d2d3f921-26d9-4121-9e45-4554953c72fd
"Enlighten My Mind, Open My Eyes, Unite My Heart",Sunday Homilies,,12/12/21,Fr Barnabas Melek,Miracle,Matt.12.22,"Tune in with Fr Barnabas Melek as he delves deeper into the miracle of the healing of the man born blind, mute, and deaf, and how this healing relates to us.",yes,ea1031ff-a56b-4419-b5e1-6b04d2faf0bd
The Orthodox Faith Part 1: Intercession Of Saints And Prayer For The Departed,Series,,12/27/21,Fr Barnabas Melek,Orthodoxy|Sacraments,,"Tune in with Fr Barnabas Melek on the first part of the series ""The Orthodox Faith Part"" as he reflects on the intercession of saints and prayer for the departed.",yes,948191a2-f3d8-4929-b0f9-81e64b66f20f
The Orthodox Faith Part 2: Veneration Of Icons And Use Of Incense In Liturgical Prayers,Series,,12/28/21,Fr Barnabas Melek,Orthodoxy|Sacraments,,"Tune in with Fr Barnabas Melek on the first part of the series ""The Orthodox Faith Part"" as he reflects on the veneration of the holy icons and the use of incense in the liturgical prayers.",yes,cbccdb51-0929-41f8-a08b-363002b00157
The Orthodox Faith Part 4: The Holy Tradition,Series,,12/30/21,Fr Barnabas Melek,Orthodoxy,,"Tune in with Fr Barnabas Melek on the first part of the series ""The Orthodox Faith Part"" as he reflects on the holy tradition.",yes,6d11dc2c-4576-474f-b77d-cb8a47191e55
The Orthodox Faith Part 3: Salvation In Orthodox Perspective,Series,,12/29/21,Fr Barnabas Melek,Orthodoxy|Salvation|Sacraments,,"Tune in with Fr Barnabas Melek on the first part of the series ""The Orthodox Faith Part"" as he reflects on salvation from the Orthodox perspective.",yes,e70209cd-a2f2-4f8d-a728-b012745c9682
The Jewish Feasts Part 1,Series,,12/20/21,Fr Barnabas Melek,The Bible|Salvation,,""" Behold the lamb of God who takes away the sins of the world"" John 1:29

Tune in the Fr Barnabas Melek on the series 'The Jewish Feasts' as he discusses Christ's and God's plan of salvation for humanity.",yes,e3300265-4d6f-46e1-9207-77bd36f607cb
The Jewish Feasts Part 2,Series,,12/21/21,Fr Barnabas Melek,The Bible|Salvation,,Tune in the Fr Barnabas Melek on the series 'The Jewish Feasts' as he discusses when we delve deeper in to the 7 feasts we find Christ and God's plan of salvation for humanity.,yes,87516501-f666-4466-9e9a-47e8078d0df2
John 1 - The Incarnated Word (Part 2),"Bible Studies, 17 Jan 22",,1/17/22,Hany Nematalla,Faith|Trinity,,"""The Word is an actual divine essence standing out as an icon and apart from His Father but free of any conflicting split."" St. John Chrysostom

In this week's Bible Study, Hany takes us through the first chapter of the Gospel of John, where St John invites us to cross over, and join him to go beyond time. He leads us to perceive the Word of God Who is never separated from the Trinity.",yes,07c81191-255d-4393-805f-893d39254c54
John 2 - The Bridegroom,"Bible Studies, 24 Jan 22",,1/24/22,Marc Bastawrous,Humility|Renewal,,"""The Word of God descended from heaven to earth in order to become the Bridegroom of our human nature. He has made our nature His dwelling place so as to engage and lead her."" St Cyril the Great

Tune in to this week's Bible Study, where Marc takes us through Jesus's first miracle, where he converted water into wine at the wedding in Cana of Galilee.",yes,13cfb784-f3e9-4a56-8712-d25c7230fb8e
Dealing With Low Self-Esteem Part 1,Sunday Homilies,,10/10/21,Fr James Gendi,Faith,,"Join Fr James as he discusses the complications of low self-esteem and how to confront it. Tune in to discover the different types of self-esteem, including inflated, high and low self-esteem.",yes,2d117aa9-784a-4efd-a3bc-1e6d2ea94ccf
Dealing With Low Self-Esteem Part 2,Sunday Homilies,,10/17/21,Fr James Gendi,Humility|Faith,,"Tune in to part 2 of dealing with low self-esteem with Fr James as he discusses the complications of low self-esteem, how to confront it and how to develop healthy self-esteem.",yes,b2b46b49-345d-4591-ba5c-a7cb533c8754
Does Having Compassion Mean We Have to Suffer?,Sunday Homilies,,11/7/21,Fr James Gendi,Mercy|Comfort,,""" I have compassion on the multitude because they have now continued with Me"" Matthew 15:32

Join Fr James Gendi as he discusses the significance of compassion in our spiritual lives and the challenges involved in showing compassion to others.",yes,9202c74d-34f9-442d-be92-2bb4c21bd082
Growing Patiently,Sunday Homilies,,11/14/21,Fr James Gendi,Patience|Parable|Sin|Repentance,,Tune in to Fr James as he discusses the parable of the sower and expands on and explains the significance of patience in our spiritual lives and how it ties to spiritual maturity.,yes,6e24f9a9-8580-426c-83ae-df8ee145dbef
Turning Towards God: Finding Rest in the Word of God (Part 5),Series,,11/9/21,Fr Michael Sorial,The Christian Life,,"“For the word of God is living and powerful, and sharper than any two-edged sword, piercing even to the division of soul and spirit, and of joints and marrow, and is a discerner of the thoughts and intents of the heart.” (Hebrews 4:12).
What are the various ways that God’s grace influences the spirit of a person? In order to destroy the strongholds of sin in our life and to experience a spiritual awakening, we ought to aim to be surrounded by the Word of God from all sides. Please tune in to Fr. Michael’s talk as he discusses 4 ways the Word of God can impact us.",yes,bf9f74f1-b6d1-49aa-bf4c-72835e82585b
"He Must Increase, I Must Decrease!",Sunday Homilies,,1/23/22,Fr Anthony Mourad,Renewal|Sacraments|Salvation,John.3.22-John.3.36,"Tune in with Fr Anthony Mourad as he discusses in depth how we ought to live the verse ""He must increase, but I must decrease""",yes,de4742b0-690d-4506-a5a3-a12cb10e57aa
Virtue of Long Suffering,"Short & Sweet, 09 Jan 22",,1/9/22,Fr Elijah Iskander,,,"Tune in to Fr Elijah’s talk as he discusses the virtue of long suffering and how it is shown in the lives of St Mary, Joseph and the 3 wise men.",yes,1c4f4ab6-e6ea-4842-9ff9-ce1c75d85234
Cost of Discipleship,Sunday Homilies,,11/28/21,Fr James Gendi,Discipleship|Sacrifice,,"Luke 14:26
""If anyone comes to Me and does not hate his father and mother, wife and children, brothers and sisters, yes, and his own life also, he cannot be My disciple.""
Join Fr James as he discusses what it means to be a disciple of Christ and what it costs.",yes,93c550c8-6ad8-4ad5-a739-8a637216fff1
The Bridegroom,"Short & Sweet, 24 Jan 22",,1/24/22,Marc Bastawrous,,,"""The Word of God descended from heaven to earth in order to become the Bridegroom of our human nature. He has made our nature His dwelling place so as to engage and lead her."" 
St Cyril the Great

Listen in to this Short & Sweet as Marc takes us through Jesus presenting his first miracle, which is the changing of water into wine at the wedding in Cana of Galilee.",yes,6d4db31e-726d-403c-88c4-4a748facd8b7
Rewards for Sharing the Gospel,Sunday Homilies,,12/5/21,Fr James Gendi,Gospel|Parable,,"Mark 10:28​
""See, we have left all and followed You.""
Join Fr James as he explains the reward for sharing the Gospel, whether it be by words or actions, etc. Tune in to understand the kind of rewards given by God including, escape from corruption, being rich in Christ, sharing in the joy of the salvation of others and a crown full of stars.",yes,598b62dc-68fb-4a3f-9c13-dd4e2555831d
God's Promises and Why We Doubt Them,Sunday Homilies,,12/12/21,Fr James Gendi,God's Promise,,"Luke 1:18
""How shall I know this? For I am an old man, and my wife is well advanced in years.""
Join Fr James as he discusses God's promises and explains the reasons for doubting them.",yes,d9ac1c0a-dee2-4501-9dd3-a139d3868050
God's Promises and Our Responsibilities,Sunday Homilies,,12/19/21,Fr James Gendi,God's Promise,,"Luke 1:38
""Behold the maidservant of the Lord! Let it be to me according to your word.""
Join Fr James as he discusses our responsibility regarding God's promises.",yes,8bfffda6-acfa-4a0f-a2f6-ef9a57a2f97a
What Do You Do When You Walk Into A Room?,"The Well, 24 Jan 21",,1/24/22,Fr. Anthony Messeh,Evangelism,,Tune in as Fr. Anthony Messeh discusses how we can use the awkwardness in uncomfortable situations to bring God into other people's lives!,yes,e63fa67c-d6c8-4fe9-a577-4629524300c3
The Next Link In The Chain,"The Well, 26 Jan 21",,1/26/22,Fr. Anthony Messeh,Evangelism,,Tune in as Fr. Anthony Messeh discusses the personal goal of Evangelism in our lives!,yes,302f6c94-13e1-42fe-bf4a-19d0d3d39821
I Am Not God,"Sunday Homilies, 23 Jan 21",,1/23/22,Fr Abraham Fam,Humility,,Tune in as Fr. Abraham Fam discusses the true definition of Humility using St. John the Baptist as the perfect example!,yes,497398a5-5490-4213-9696-d51fc45efa94
Synergy With God,"The Well, 23 Jan 21",,1/23/22,Fr Abraham Fam,,,Tune in as Fr. Abraham Fam discusses the true meaning of having free will in our lives!,yes,3f6bb0ff-860b-47ed-8a2d-ad45d4cb1f5f
Through the Darkness,Sunday Homilies,,1/9/22,Fr. Andrew Iskander,,,"Fr. Andrew Iskander- Homily for the First Sunday of Tobe. Jesus took on darkness and sin for us through the incarnation. When we feel like we are experiencing darkness, we must cling to God who will always carry us through it, and like Mother Teresa, we can feel grateful to be sharing in the darkness that Jesus felt.",yes,c12af0f2-1a9f-4518-9243-42463033d186
When Your Eye is Single,Sunday Homilies,,1/16/22,Fr. Kyrillos Ibrahim,,,"Fr. Kyrillos Ibrahim- Homily for the Second Sunday of Tobi. A reflection on the directive of Our Lord on having clear spiritual vision. The example of a modern saint from Russia, St. Matrona the Wonderworker, contrasts the difference between spiritual light vs. darkness.",yes,45655386-3260-40fc-a626-b47d119461f4
Revelation of God (Part 4),Series,,1/17/22,Fr Matthias Shehad,God's Love,,God made us close to Him through His incarnation. He wants a relationship with us and loves us. Accept God into your heart today and you will be filled with His Spirit which provides us with peace and strength. Tune in as Fr Matthias Shehad discusses this topic.,yes,6a5042e5-b8c8-4010-91fd-bb99ca160b05
Galatians 1 (Only One Gospel),Bible Studies,,1/14/22,Fr Matthias Shehad,Gospel,,Galatians 1 discusses the significance of God's revelation of Jesus Christ. Tune in as Fr Matthias speaks about this topic.,yes,06faf13f-c029-48e7-a5b7-1c40ad9f5cf3
Sharing the Light beyond our Comfort,Sunday Homilies,,1/16/22,H.G. Bishop Angaelos,Purpose|Comfort|Evangelism,,"Tune in as Archbishop Angealos reflects on the light that is given to us through Christ, a source of strength and hope in us which we have an obligation to share with others by walking with those who need it even beyond our comfort zones.",yes,8be91986-c28d-4189-8588-61d29058120b
"The Meeting of Mercy and Truth, and Righteousness and Peace",Sunday Homilies,,12/26/21,Fr James Gendi,Mercy|Peace|Virtues,,"Psalm 85:10-11
""Mercy and truth have met together; Righteousness and peace have kissed. Truth shall spring out of the earth, And righteousness shall look down from heaven.""
Join Fr James as he discusses the virtues, mercy, truth, righteousness and peace and how they are tied to our salvation.",yes,461c96c0-1256-40de-8cb8-3aa5c5a7aa53
What Kind of Child Will This Be?,Sunday Homilies,,1/2/22,Fr James Gendi,Faith|Holy Spirit,,"Luke 1:66
""What kind of child will this be?""
Join Fr James as he discusses the wondrous life of St John the Baptist as he prepared the path before Christ.",yes,9c744632-1325-42bc-8312-245fde1ed522
Pursuit of Truth,"Sunday Homilies, 23 Jan 21",,1/23/22,Fr David Milad,,,"""What is required of us? Faith!"". Tune in as Fr David Milad explores how God dispenses ""little bits of truth"" and how to complete our sense of truth with Christ.",yes,1a3d00e6-5a8c-4ceb-98e4-8e03574331ce
The Answer is Repentance,"Sunday Homilies, 17 Jan 21",,1/17/22,Fr David Hanna,,,"""No matter all the signs that are done, somehow we still lack faith and we have the audacity to demand even more signs"". Tune in as Fr David Hanna explores that the answer to our problems can be solved through true repentance.",yes,79171765-d5cc-4c59-9563-bffb26458701
The Baptism Of The Holy Spirit and Fire,"Sunday Homilies, 19 Jan 21",,1/19/22,,,,"""If you want to exercise the priesthood of your soul, do not let the fire depart from your altar. Because I see this world is full of fire extinguishers."" Tune in as Fr David Hanna explores what ""puts out the fire on our altar"".",yes,3574813c-b8ea-443d-83b8-525a8f5d4120
Peace of God,"Sunday Homilies, 2 Jan 22",,1/2/22,Fr Daniel Habib,Peace,,Tune in to Fr Daniel Habib as he teaches us about the peace of God.,yes,97d771f1-8222-488c-a4ab-d2f285f8bc9d
Christ Is Unstoppable,Sunday Homilies,,1/9/22,Fr Timothy Fam,Hope|Christ's Love,,"Tune in as Fr Timothy contemplates the fleeing of the holy family into Egypt, reminding us that nothing was ever able to get in the way of Christ bringing salvation to His people. He is, was and will always be unstoppable, which should bring us great comfort during times of anxiety and tribulation.",yes,8b3b27a3-b664-48d2-9bbd-87a7e5566965
Relationships,"Youth Talks, 28 Jan, 2022",,1/28/22,Fr. Mark Basily,Relationship,,Tune into another week of Friday night Youth Meeting. This week we were blessed to have Father Mark give us an insightful and entertaining talk on the 5Ws of relationships and dating.,yes,2f798f74-a792-463e-8bfa-011dc0e08f25
Consecrating Solitude (Part 2) - Elijah Rock,"Series, 14 Nov 21",,11/14/21,Fr Nathanael Guirguis,Asceticism|Commitment|Desire For God,,"In the busy world we live in, the concept of solitude seems to foreign to us. Most of us believe that solitude can only be achieved by running off into the desert to escape the world. Tune into Fr Nathanael discussing the concept of consecrating solitude.",yes,097ec963-5b90-4f52-afb4-96260d3b0f97
Know Thyself,"Sunday Homilies, 30 Jan 21",,1/30/22,Fr Samuel Fanous,Wisdom,,"The blind man knew he was blind, when he was told to wash he went and washed. What do we know about our own state? How can we improve our own state? Listen to Fr Sam as he explores these questions.",yes,321fbc0c-a518-49c0-9acf-3f5194ef9b4e
Relationship Hacks - Part 1 - Re-Assembly Required,"The Well, 31 Jan 21",,1/31/22,Fr. Anthony Messeh,Relationship,,Tune in as Fr. Anthony Messehs takes us through a new series on resolving conflict in relationships!,yes,e440cc93-0dd4-4e93-9375-1e6384082751
First Responders Part 1: Barriers to Unbelief,Series,,1/17/22,Fr Paul Girguis,Faith|Jesus Christ,,"Tune in with Fr Paul Girguis on the first part of the series 'First Responders"" as he tackles the barriers to unbelief",yes,d0d7c898-a5ce-4a46-91ce-9290b7117173
First Responders Part 2: Working Hand In Hand With Christ,Series,,1/24/22,Fr Paul Girguis,Jesus Christ|Following Christ,,Tune in with Fr Paul Girguis in the second part of the series 'First Responders' as he explains what it means to work hand in hand with Christ on ground zero,yes,743276da-2264-427d-8646-ac13d7f7f34a
To The Gentiles,"Sunday Homilies, 9 Jan 21",,1/9/22,Fr Daniel Habib,Salvation,,Tune in to Fr Daniel Habib as he talks about Christ's purpose and how we can learn from Christ.,yes,ac6044f2-aeaa-4142-a5eb-c97dcf35c89e
The Challenge Of Humility,Sunday Homilies,,1/23/22,Fr Daniel Fanous,Humility,John.3.22-John.3.36,"Tune in with Fr Daniel Fanous as we are shown how St John was given a challenge of humility and yet replied ""He must increase, but I must decrease"". We are encouraged when our humility is challenged to joyfully pray ""He must increase, but I must decrease.""",yes,faf8d3a8-9bf7-458f-baec-e0c6c0573a54
Are We Spiritually Blind?,Sunday Homilies,,1/30/22,Fr Elijah Iskander,Holiness,,"Tune in to listen to Fr Elijah’s talk as he discusses the concept of being blind spiritually, being blind to others and their heartache.",yes,d5f0b2b9-b80c-467e-8e48-c2377724fce8
Psalm 37:1-20 - Why Do Good Things Happen To The Wicked?,Bible Studies,,1/22/22,HG Bishop Youssef,Tribulation|God's Will,,"Why do bad things happen to good people? This question is answered by three psalms, one of which is psalm 37! Tune in as His Grace speaks about the victory of the wicked as being short and temporal, as he dives into the first part of this psalm of wisdom!",yes,7e905c1d-0e7c-45ba-b899-d9e7353caaa6
Psalm 37:21-49 - The Righteous Are Not Forgotten,Bible Studies,,1/29/22,HG Bishop Youssef,God's Will|Eternal Life,,"Tune in as His Grace continues the study of psalm 37. Listen in as he covers the idea of the reward of the righteous, and contrasts the retribution of the wicked and the recompense of the righteous!

""For the Lord loves justice, and does not forsake His saints; They are preserved forever, but the descendants of the wicked shall be cut off."" (Psalm 37:28)",yes,92dd0787-9ef5-4a2f-a1ae-66c19ea909be
Psalm 38 - How To Find Rest,Bible Studies,,1/29/22,HG Bishop Youssef,Repentance,,"""For my iniquities have gone over my head; Like a heavy burden they are too heavy for me. For in You, O Lord, I hope; You will hear, O Lord my God."" (Psalm 38:4,15)

Tune in as His Grace gives us a verse by verse study of this psalm, speaking about how we can find rest in repentance, and how sin affects us spiritually, physically and psychologically!",yes,a6057a9b-0832-47a2-9765-7cc1053ea65e
The Wisdom Of The Unjust Steward,Spiritual Reflections,,1/22/22,HG Bishop Youssef,Wisdom,,"“And I say to you, make friends for yourselves by unrighteous mammon, that when you fail, they may receive you into an everlasting home."" (Luke 16:9)

Tune in as His Grace delves into the parable of the unjust steward, covering the most popular misconceptions and questions about this parable. Listen in as he explains what unrighteous mammon is, why the unjust steward was wise, how we can be faithful and wise in our talents and responsibilities, and much more!",yes,8fb1705f-4b26-4765-83c0-d16f8dbf9049
The Seven Principles Of Serving In Wisdom,Servant Development,,1/23/22,HG Bishop Youssef,Wisdom|Service,,"In St Paul's first letter to the Corinthians, he speaks about the three types of people; the carnal person, the natural man, and the spiritual man. Tune in as His Grace dives into what these three personalities are, how to serve with wisdom, and gives us insight into the seven foundations of evangelism and service!",yes,54361113-815c-4a8e-bdf5-70989f30c6e9
Moral Relativism,Spiritual Reflections,,1/24/22,HG Bishop Youssef,Following Christ,,"Tune in to this sermon as His Grace speaks about what moral relativism is, the types of relativism, why we don't believe in moral relativism, and more of the ins and outs of this interesting topic!",yes,a6f0b37a-259e-4d71-a12b-6fe6c7dcf7e2
The Boldness of St John The Baptist,Sunday Homilies,,1/23/22,Fr Timothy Fam,Faith,,Tune in as Fr Timothy discusses the key to the boldness of St John the Baptist so that we too may be bold in our faith.,yes,3061f490-9c38-4847-864d-1fb79c48646e
Presence of God = Great Joy,Sunday Homilies,,12/26/21,Fr Timothy Fam,Joy,,"Can I truly be joyful in the midst of tribulations? Can I have unshakable joy? 
Tune in as Fr Timothy answers these questions by reflecting on the lives of St John the Baptist, St Mary and St Elizabeth all who rejoiced despite the troubles in their lives.",yes,8b7a5da1-c1ee-4e9b-b291-2805ce6dbed1
Are You Blind?,Sunday Homilies,,1/30/22,Fr James Mikhail,The Christian Life,,What is spiritual blindness? How do I overcome it? Tune in as Fr James discusses this important topic.,yes,b60f2103-04fb-4a26-b6b0-823b5be6087c
Without God We Have Shame,Sunday Homilies,,1/30/22,Fr. Andrew Iskander,,,"Fr. Andrew Iskander- Homily for the Fourth Sunday of Tobi. A reflection on the healing of the blind man.  When we don't have God, we experience shame or inflict it on others, which leads to self-isolation and keeps us from reconciling with each other and even with God Himself, who never shames us.  We can fight shame with contentment, sacrifice, by building relationships, and by trusting in and desiring God.",yes,a2575935-924e-42dc-944d-901a718e5c41
Turning Towards God: Driving Away Procrastination (Part 6),Series,,11/15/21,Fr Michael Sorial,Grace,,"In order to ensure we don't get stuck in bad habits, we should respond to God's awakening grace with a sense of urgency. But how are we to drive away procrastination? Please tune in to Fr. Michael’s talk as he discusses 4 ways we are to deal with procrastination.",yes,0997ba8c-ba57-4430-8dce-a9c9e298cf8f
,,,,,,,,no,df5f90b0-b646-465a-ad11-ad69181a54d4
,,,,,,,,no,5ada96b1-ac8a-4e5f-9e5d-dfa1b4a2de36
,,,,,,,,no,39b767bd-db30-45c1-ba7c-4d70364fbb60
,,,,,,,,no,63610ea9-e1de-4fe1-b94e-d59cb46a5411
The Art of War - Part 1,Sunday Homilies,,1/9/22,Fr Benjamin Abouelkheir,,,"New series with Fr Benjamin as he reflects on the spiritual war we are facing and how God is always fighting for us to save us. Tune in now to find out more about the art of war we now face - in particular how the enemy uses lies, deceit and confusion to lead us astray. But we have this hope in Christ - He is the Truth and He is the Warrior.",yes,566b42c2-ade0-46a6-a183-5c7e20c69823
The Art of War - Part 2,Sunday Homilies,,1/23/22,Fr Benjamin Abouelkheir,,,Continue with this series with Fr Benjamin as he delves into what the art of war looks like today for us. Fr Benjamin focuses on some of the tricks the enemy uses in this war - trigger words and situations that skew our view of God removing our reliance on Him and planting seeds of doubt in Christ and His love towards us.,yes,4fff478e-a655-4ad9-9609-343abdadd840
The Fathers' Power,Sunday Homilies,,1/2/22,Fr Benjamin Abouelkheir,,,"The words of a father is powerful and effective, with many examples found in the Bible of the power of the fathers' words in blessing their children. Tune in with Fr Benjamin in this Sunday Homily on Luke 1:57-80 with the birth of St John the Baptist.",yes,df29cf11-2bd7-42e7-ace3-4dcb838a434a
Out of Egypt I Have Called My Son,Sunday Homiles,,1/9/22,Fr Michael Sorial,,,"In the Old Testament, God calls the children of Israel out of Egypt to be called His sons, but before they were able to enter the Promise Land they had to consecrate themselves. Now under the New Covenant, we become sons of God by adoption and receive the inheritance of Jesus Christ by grace. Tune in as Fr Michael explains that this Gospel is calling us to continue to purify ourselves for what is yet to come.",yes,81ccaebb-b3cf-4c81-9982-2858961973b4
Christmas Message - Joy Over Fear,Sunday Homilies,,1/6/22,Fr Michael Sorial,,,"Christ is born! Even with all the bad news we receive, the joy of Christmas exceeds the fear that blinds us. Tune in as Fr Michael explains the 3 messages we receive on the Nativity Feast: Wait on the Lord, Kneel before God and Our hope is in God.",yes,e3758f49-24c0-4741-806b-d6ce1cecdec1
What Kind Of Child Will You Be?,Sunday Homilies,,1/2/22,Fr Michael Sorial,,,,no,48a839d0-ab08-49b7-9353-37e1329d8ad7
The Other Side of Fear (Part 4) - Elijah Rock,"Series, 28 Nov 21",,11/28/21,Fr Nathanael Guirguis,Fear|God's Will|Sacrifice,,Do we let fear stop us? Do we ever consider what could happen if we push past the fear? Tune into Fr Nathanael encouraging us to push through fear to achieve what Go wills for us.,yes,dcb348f7-bd11-427d-b9dd-2901cfadf7c7
Elisha's Leadership Qualities (Part 5) - Elijah Rock,"Series, 05 Dec 21",,12/5/21,Fr Elisha Soliman,Discipleship,,Leadership... do we ever try to lead people? Do we know what a leader is & what that should look like? Tune into Fr Elisha exploring the concept of leadership through the story of Elisha.,yes,0424917c-6da5-4ced-9c57-16392634c486
Elisha's Leadership Qualities (Part 5) - Elijah Rock,"Series, 05 Dec 21",,,,,,,no,04e145ae-f3a0-4e28-a4cb-3e9bed83274a
Illogic & Transcendence,"Sunday Homilies, 31 Oct 21",,10/31/21,Fr Nathanael Guirguis,Sacraments,John.3,"Baptism ... is it just some words & water? Of course not! Tune into Fr Nathanael
discussing the sacrament of Baptism in depth.",yes,1adbb9f2-4e58-46d0-b447-50abff255a50
Dealing with Fools - Part 2,"Series, 26 Sep 21",,9/26/21,Fr Nathanael Guirguis,Humility|Forgiveness|Wisdom,,"We all have foolish people in our lives, that are always there at every turn to and find every way to put us down and get under our skin! How do we deal with them? How does is affect the way I act? 

Tune in as Fr Nathaniel continues this series on how to deal with fools!",yes,5bb57de0-d563-4f55-a74c-8daca3724246
Blindness and Spiritual Sickness,Sunday Homilies,,1/30/22,Fr Peter Farrington,Miracle,,"Father Peter reflects on the healing of the man born blind, and how it is that God heals our own blindness and spiritual sickness using the ordinary things of our lives.",yes,c5825f30-b534-4517-b642-69180c986590
The Book Of Ezra: Part 1 - The Call To Rebuild,Series,,10/4/21,Fr Paul Girguis,The Bible,,Tune in with Fr Paul Girguis in this first part of the series 'The Book Of Ezra' as we part take in an in depth study on the book of Ezra,yes,487232ac-137e-45d3-8aa5-4180634a2754
